item,pid,text,label,cell,time,year,ai_topic,prob_split,pred_split,correct_split,prob_tr,pred_tr,correct_tr
34,0,Banning laptops in college lectures improves student learning on average.,0,past_unknown,past,0,False,0.45488009254976997,0,1,0.5405130805234643,1,0
34,1,College laptop bans improve average student learning.,0,past_unknown,past,0,False,0.4988369016075216,0,1,0.5827199009124395,1,0
34,2,Banning laptops in lectures raises average student outcomes.,0,past_unknown,past,0,False,0.46775273843687404,0,1,0.4964668381908306,0,1
34,3,Lecture laptop bans yield improvements in average learning.,0,past_unknown,past,0,False,0.3515352846349271,0,1,0.3638008301635542,0,1
34,4,"On average, banning laptops in college lectures improves learning.",0,past_unknown,past,0,False,0.3804936390665278,0,1,0.4525312981435634,0,1
34,5,College students learn more when laptops are banned in lectures.,0,past_unknown,past,0,False,0.6147575573216069,1,0,0.5914083622482755,1,0
35,0,Learning analytics deployments have meaningfully increased student retention in higher education at scale.,0,past_unknown,past,0,False,0.5195513826251007,1,0,0.6356493820068139,1,0
35,1,At-scale learning analytics meaningfully boost higher-ed retention.,0,past_unknown,past,0,False,0.5526106654160855,1,0,0.5681084831104376,1,0
35,2,Higher-ed retention has been meaningfully improved by deployed learning analytics.,0,past_unknown,past,0,False,0.4061887097851558,0,1,0.5189540404020696,1,0
35,3,Learning analytics in higher ed have raised retention at scale.,0,past_unknown,past,0,False,0.5783492291688983,1,0,0.6283595764517717,1,0
35,4,"At scale, learning analytics demonstrably increase college retention.",0,past_unknown,past,0,False,0.6045533827350591,1,0,0.6012655100499323,1,0
35,5,Deployed learning analytics have meaningfully raised retention in higher ed.,0,past_unknown,past,0,False,0.47919804517120074,0,1,0.587347052753613,1,0
36,0,Logo programming in 1980s-90s schools produced general cognitive gains beyond programming itself.,0,past_unknown,past,0,False,0.344456812717129,0,1,0.4024155339916469,0,1
36,1,Logo programming yielded broad cognitive gains beyond coding skill.,0,past_unknown,past,0,False,0.3753521417724658,0,1,0.4049891996218118,0,1
36,2,"Studies show Logo improved general cognition, not just programming ability.",0,past_unknown,past,0,False,0.4717203780832155,0,1,0.3537563351348937,0,1
36,3,Logo schoolwork produced wide-ranging cognitive gains beyond programming.,0,past_unknown,past,0,False,0.3961052625641378,0,1,0.4223508180558954,0,1
36,4,"Logo's cognitive benefits extended generally, not just to programming skill.",0,past_unknown,past,0,False,0.5788108976908916,1,0,0.43254033143374876,0,1
36,5,1980s-90s Logo programs broadly improved cognition beyond coding.,0,past_unknown,past,0,False,0.3961439750304393,0,1,0.4446250788015209,0,1
37,0,Personalized-learning software in K-12 produces substantially better outcomes than non-personalized digital instruction.,0,past_unknown,past,0,False,0.2557269170459524,0,1,0.3899152312800904,0,1
37,1,K-12 personalized-learning software substantially outperforms non-personalized.,0,past_unknown,past,0,False,0.2904059141610238,0,1,0.40140478226545945,0,1
37,2,Personalized digital instruction yields substantially better K-12 outcomes than non-personalized.,0,past_unknown,past,0,False,0.25214879512217614,0,1,0.3604779736246064,0,1
37,3,Substantial K-12 outcome gains result from personalized over non-personalized software.,0,past_unknown,past,0,False,0.22894712591558466,0,1,0.3715983470873429,0,1
37,4,K-12 personalized digital learning beats non-personalized by a substantial margin.,0,past_unknown,past,0,False,0.22962340672727763,0,1,0.37377452552482204,0,1
37,5,Outcomes are substantially better with personalized vs. non-personalized K-12 software.,0,past_unknown,past,0,False,0.31773773533711275,0,1,0.3847674270595503,0,1
38,0,Synchronous online discussion produces deeper learning than asynchronous discussion.,0,past_unknown,past,0,False,0.42431444534669754,0,1,0.46490972537246456,0,1
38,1,Synchronous online discussion produces deeper learning than asynchronous.,0,past_unknown,past,0,False,0.42431444534669754,0,1,0.46490972537246456,0,1
38,2,Deeper learning results from synchronous compared to asynchronous online discussion.,0,past_unknown,past,0,False,0.4668401321434421,0,1,0.5412368423523577,1,0
38,3,Online discussion in real time produces deeper learning than asynchronous formats.,0,past_unknown,past,0,False,0.48810145999280086,0,1,0.43549953220469884,0,1
38,4,Synchronous discussion online outperforms asynchronous for depth of learning.,0,past_unknown,past,0,False,0.5694399918189456,1,0,0.6038668462158949,1,0
38,5,Real-time online discussion yields deeper learning than asynchronous discussion.,0,past_unknown,past,0,False,0.46871499076417933,0,1,0.43184929231681873,0,1
39,0,MOOCs achieved their original goal of substantially democratizing access to elite education globally.,0,past_unknown,past,0,False,0.6488592311497554,1,0,0.6340521883835619,1,0
39,1,MOOCs substantially democratized global access to elite education as originally promised.,0,past_unknown,past,0,False,0.6021854499918683,1,0,0.6580185229407666,1,0
39,2,MOOCs achieved their goal of broadly democratizing elite education worldwide.,0,past_unknown,past,0,False,0.6533724857957864,1,0,0.5556018212627758,1,0
39,3,Global democratization of elite education was substantially achieved by MOOCs.,0,past_unknown,past,0,False,0.6305331546296792,1,0,0.5710217054670158,1,0
39,4,"Through MOOCs, elite education has been substantially democratized globally.",0,past_unknown,past,0,False,0.5597219635055656,1,0,0.7810191158159627,1,0
39,5,MOOCs broadly succeeded in democratizing global access to elite education.,0,past_unknown,past,0,False,0.7163783820384872,1,0,0.6733139163412256,1,0
40,0,Duolingo and similar app-based language learners produce comparable proficiency to traditional classroom instruction.,0,past_unknown,past,0,False,0.5466412973576978,1,0,0.4328171404680551,0,1
40,1,App-based language learning achieves proficiency comparable to classroom instruction.,0,past_unknown,past,0,False,0.46548652153950654,0,1,0.4395678380179019,0,1
40,2,Apps like Duolingo yield language proficiency on par with classroom instruction.,0,past_unknown,past,0,False,0.486004217518087,0,1,0.3591998608175338,0,1
40,3,Comparable language outcomes are produced by apps and classroom instruction.,0,past_unknown,past,0,False,0.471162107261773,0,1,0.3497214137928396,0,1
40,4,App language learners reach proficiency similar to those taught in classrooms.,0,past_unknown,past,0,False,0.5819657794115467,1,0,0.5033083901585481,1,0
40,5,Outcomes from app-based and classroom-based language learning are comparable.,0,past_unknown,past,0,False,0.37272390664972904,0,1,0.4309896008184607,0,1
41,0,K-12 webcam-on policies during COVID remote schooling improved student learning outcomes.,0,past_unknown,past,0,False,0.41748801108169786,0,1,0.5430224423304769,1,0
41,1,K-12 webcam-on COVID policies improved learning outcomes.,0,past_unknown,past,0,False,0.35271604900551,0,1,0.44096624877342966,0,1
41,2,Requiring webcams during COVID K-12 remote learning improved outcomes.,0,past_unknown,past,0,False,0.33935716179478026,0,1,0.35545438181977157,0,1
41,3,Webcam-on rules during pandemic K-12 remote schooling raised learning outcomes.,0,past_unknown,past,0,False,0.304226212074467,0,1,0.36811907789330117,0,1
41,4,Pandemic K-12 webcam-on policies produced learning gains.,0,past_unknown,past,0,False,0.23070189520490525,0,1,0.43100608814968955,0,1
41,5,Webcam-on remote schooling policies improved K-12 outcomes during COVID.,0,past_unknown,past,0,False,0.4473092101406659,0,1,0.46435329104553136,0,1
42,0,Educational data mining deployments in K-12 have produced robust closure of learning gaps.,0,past_unknown,past,0,False,0.33554859103933676,0,1,0.5236487267281591,1,0
42,1,K-12 educational data mining has robustly closed learning gaps.,0,past_unknown,past,0,False,0.26581122102849636,0,1,0.4340376500722987,0,1
42,2,Robust closure of K-12 learning gaps has been achieved via data mining.,0,past_unknown,past,0,False,0.31770114975115543,0,1,0.39789086382170885,0,1
42,3,K-12 data mining deployments have robustly narrowed learning gaps.,0,past_unknown,past,0,False,0.289146415235077,0,1,0.46169342683417725,0,1
42,4,Data mining in K-12 has robustly reduced gaps in learning.,0,past_unknown,past,0,False,0.28004539579078136,0,1,0.4000950490480925,0,1
42,5,Learning gaps in K-12 have been robustly closed via educational data mining.,0,past_unknown,past,0,False,0.31141678495530817,0,1,0.4760281485762346,0,1
43,0,Augmented reality applications in K-12 produced meaningful improvements in long-term retention compared to controls.,0,past_unknown,past,0,True,0.4820224142778028,0,1,0.5111564023092591,1,0
43,1,AR in K-12 meaningfully improved long-term retention vs. control.,0,past_unknown,past,0,True,0.48212326854304915,0,1,0.4109795249857894,0,1
43,2,K-12 AR applications produced meaningful retention gains over controls.,0,past_unknown,past,0,True,0.3212006739537978,0,1,0.358096776309166,0,1
43,3,Long-term retention rose meaningfully under K-12 AR vs. controls.,0,past_unknown,past,0,True,0.557258513571806,1,0,0.403438658728459,0,1
43,4,"Compared to controls, K-12 AR yielded meaningful long-term retention gains.",0,past_unknown,past,0,True,0.4931021595902815,0,1,0.47445881838907944,0,1
43,5,Meaningful retention improvements over controls were produced by K-12 AR.,0,past_unknown,past,0,True,0.37834409781676687,0,1,0.26692000288513973,0,1
44,0,Mandatory keyboarding instruction in early elementary improves long-term writing skills overall.,0,past_unknown,past,0,False,0.6153508580885708,1,0,0.5293937388279469,1,0
44,1,Mandatory early-elementary keyboarding improves long-term writing overall.,0,past_unknown,past,0,False,0.6120229611319349,1,0,0.5806861788817774,1,0
44,2,Long-term overall writing improves with mandatory early keyboarding.,0,past_unknown,past,0,False,0.5988580492591921,1,0,0.4979070641757057,0,1
44,3,Early-elementary mandatory keyboarding raises long-term writing overall.,0,past_unknown,past,0,False,0.6408412428905422,1,0,0.5806861788817774,1,0
44,4,Mandatory keyboarding in early grades improves overall long-term writing.,0,past_unknown,past,0,False,0.6378770181141832,1,0,0.5894747986993651,1,0
44,5,Overall long-term writing improves under mandatory early keyboarding.,0,past_unknown,past,0,False,0.642473871314799,1,0,0.5806861788817774,1,0
45,0,Project-based learning produces consistent transfer to standardized test outcomes.,0,past_unknown,past,0,False,0.5059369737427774,1,0,0.5293250550090042,1,0
45,1,Project-based learning consistently transfers to standardized test gains.,0,past_unknown,past,0,False,0.46203643466196687,0,1,0.5091952985334446,1,0
45,2,Standardized test outcomes consistently improve with project-based learning.,0,past_unknown,past,0,False,0.4490581709648316,0,1,0.4502996066135132,0,1
45,3,PBL reliably transfers to gains on standardized tests.,0,past_unknown,past,0,False,0.5228948761128179,1,0,0.511834276713347,1,0
45,4,Consistent standardized-test transfer follows from project-based learning.,0,past_unknown,past,0,False,0.4788292713443352,0,1,0.4670580919953944,0,1
45,5,Project-based learning consistently produces standardized-test gains.,0,past_unknown,past,0,False,0.40285054046543406,0,1,0.4688117298177942,0,1
46,0,Computer adaptive testing produces materially better measurement than fixed-form testing for the same length.,0,past_unknown,past,0,False,0.663816122774062,1,0,0.6063074086973211,1,0
46,1,Adaptive testing materially outperforms fixed-form for equal test length.,0,past_unknown,past,0,False,0.683420479114094,1,0,0.6325999496492614,1,0
46,2,Materially better measurement comes from CAT vs. fixed-form at equal length.,0,past_unknown,past,0,False,0.46027645957840546,0,1,0.5266682655535192,1,0
46,3,"At equal length, computer-adaptive testing materially beats fixed-form measurement.",0,past_unknown,past,0,False,0.5545370901353003,1,0,0.596719340298911,1,0
46,4,Computer-adaptive testing yields materially better measurement than equal-length fixed-form.,0,past_unknown,past,0,False,0.5482111431937419,1,0,0.5766625408746506,1,0
46,5,CAT delivers materially superior measurement to fixed-form at the same length.,0,past_unknown,past,0,False,0.5862469163525194,1,0,0.5637030374561908,1,0
47,0,Schoolwide laptop programs in low-income districts have produced meaningful achievement gains.,0,past_unknown,past,0,False,0.31345183695858636,0,1,0.4675258074627202,0,1
47,1,Low-income district schoolwide laptop programs have meaningfully improved achievement.,0,past_unknown,past,0,False,0.31321245048619334,0,1,0.46863215042500866,0,1
47,2,Achievement has meaningfully risen with schoolwide laptops in low-income districts.,0,past_unknown,past,0,False,0.37470597783794146,0,1,0.41200989685572104,0,1
47,3,Schoolwide laptop initiatives have meaningfully boosted achievement in low-income districts.,0,past_unknown,past,0,False,0.3826927802893241,0,1,0.4714379327364808,0,1
47,4,Meaningful achievement gains have come from low-income schoolwide laptop programs.,0,past_unknown,past,0,False,0.2600280692252156,0,1,0.4279918977857802,0,1
47,5,Low-income district laptop programs have meaningfully raised student achievement.,0,past_unknown,past,0,False,0.35230394744914884,0,1,0.5093257216276449,1,0
48,0,Online tutoring during the pandemic recovery period substantially recovered the learning losses students experienced.,0,past_unknown,past,0,False,0.5573403191527698,1,0,0.39901531150807795,0,1
48,1,Online tutoring substantially recovered pandemic learning losses.,0,past_unknown,past,0,False,0.5176719783330931,1,0,0.505784806453073,1,0
48,2,Pandemic learning losses were substantially recovered through online tutoring.,0,past_unknown,past,0,False,0.6349119057260262,1,0,0.6291027132291178,1,0
48,3,Substantial recovery of pandemic learning losses came from online tutoring.,0,past_unknown,past,0,False,0.5332373949824087,1,0,0.49693516999902615,0,1
48,4,Online tutoring substantially closed the pandemic-era learning loss.,0,past_unknown,past,0,False,0.428811490220046,0,1,0.4501697523339829,0,1
48,5,Learning losses from the pandemic were substantially recovered via online tutoring.,0,past_unknown,past,0,False,0.5225300810180868,1,0,0.41848935343273125,0,1
49,0,Educational chatbots before 2022 produced robust learning gains over equivalent non-chatbot tools.,0,past_unknown,past,2022,False,0.275452127315358,0,1,0.40178036070045037,0,1
49,1,Pre-2022 educational chatbots robustly outperformed non-chatbot tools.,0,past_unknown,past,2022,False,0.4080094898493026,0,1,0.4655155779804895,0,1
49,2,Robust learning gains came from pre-LLM-era educational chatbots over non-chatbot tools.,0,past_unknown,past,0,True,0.28083200913490985,0,1,0.4117484760725128,0,1
49,3,Pre-LLM educational chatbots delivered robust gains over non-chatbot equivalents.,0,past_unknown,past,0,True,0.34771944681546907,0,1,0.4251355329736554,0,1
49,4,Educational chatbots before 2022 robustly beat non-chatbot tools on learning.,0,past_unknown,past,2022,False,0.34809765900938344,0,1,0.4070510478513118,0,1
49,5,Robust gains over non-chatbot tools came from pre-2022 educational chatbots.,0,past_unknown,past,2022,False,0.3043420120673167,0,1,0.39943622439185716,0,1
50,0,"By 2030, a majority of US college students will have used a generative AI tool for coursework.",1,future_known,future,2030,True,0.6789610985404542,1,1,0.7204094084585192,1,1
50,1,Most US college students will have used generative AI for coursework by 2030.,1,future_known,future,2030,True,0.6302362799436245,1,1,0.7517063770136722,1,1
50,2,"By 2030, generative AI use among US college students for academic work will exceed 50%.",1,future_known,future,2030,True,0.6924108654686144,1,1,0.7784073358547652,1,1
50,3,Majority US college student AI-tool use for school will be reached by 2030.,1,future_known,future,2030,True,0.6614968516047355,1,1,0.761348662826095,1,1
50,4,Generative AI use for coursework will be majority among US undergraduates by 2030.,1,future_known,future,2030,True,0.6593527147317283,1,1,0.8224004278466236,1,1
50,5,Over half of US college students will have used genAI tools for school by 2030.,1,future_known,future,2030,False,0.6425005132541733,1,1,0.6983329457277627,1,1
51,0,"By 2027, plagiarism/AI-detection software will continue to be sold to US universities.",1,future_known,future,2027,True,0.8413853403167725,1,1,0.7336954310846988,1,1
51,1,AI-detection software will still be marketed to US universities through 2027.,1,future_known,future,2027,True,0.8318914023724899,1,1,0.6855267279459738,1,1
51,2,"Through 2027, US universities will continue to be sold plagiarism/AI detection products.",1,future_known,future,2027,True,0.8776779983157219,1,1,0.7074023206017896,1,1
51,3,"By 2027, plagiarism/AI detection products will still be on offer to US universities.",1,future_known,future,2027,True,0.7928583675660368,1,1,0.7378369664215537,1,1
51,4,Vendors will continue selling AI-detection tools to US universities through 2027.,1,future_known,future,2027,True,0.8548233299790979,1,1,0.6880688189869076,1,1
51,5,The market for AI/plagiarism detection software will persist into 2027 in US higher ed.,1,future_known,future,2027,True,0.7416687294903733,1,1,0.7088870470644811,1,1
52,0,"By 2027, most US universities will have a formal policy on student AI use in coursework.",1,future_known,future,2027,True,0.633667833731231,1,1,0.7258833948109233,1,1
52,1,A formal student-AI-use policy will exist at most US universities by 2027.,1,future_known,future,2027,True,0.5988520744182256,1,1,0.728760990216569,1,1
52,2,"By 2027, most US universities will have established formal AI-use policies for students.",1,future_known,future,2027,True,0.6208320775571329,1,1,0.772677411536503,1,1
52,3,Most US universities will hold formal AI-use policies for students by 2027.,1,future_known,future,2027,True,0.6006326000277542,1,1,0.8115742197434259,1,1
52,4,Formal policies on student AI use in coursework will be the norm at US universities by 2027.,1,future_known,future,2027,True,0.5684203674536434,1,1,0.6809542171733677,1,1
52,5,"By 2027, having a formal student-AI policy will be standard at US universities.",1,future_known,future,2027,True,0.533736391940425,1,1,0.6501149915027532,1,1
53,0,"By 2027, the cost-per-token of GPT-4-class models will be lower than it was in early 2024.",1,future_known,future,2027,True,0.7247660946555381,1,1,0.7296504725586134,1,1
53,1,GPT-4-class models will be cheaper per token in 2027 than in early 2024.,1,future_known,future,2027,True,0.6577590769796718,1,1,0.6171619322909474,1,1
53,2,Per-token costs for GPT-4-class models will fall between early 2024 and 2027.,1,future_known,future,2024,True,0.7001046762411772,1,1,0.6983635944306609,1,1
53,3,"By 2027, GPT-4-class inference will cost less per token than in early 2024.",1,future_known,future,2027,True,0.7029108722255138,1,1,0.6707387506160157,1,1
53,4,Inference cost-per-token for GPT-4-class models will be lower in 2027 than in early 2024.,1,future_known,future,2027,True,0.6796298211067727,1,1,0.6719907401427256,1,1
53,5,"Compared to early 2024, GPT-4-class per-token cost will be lower by 2027.",1,future_known,future,2024,True,0.6802618824616823,1,1,0.6276270038541073,1,1
54,0,"By 2027, smartphones will remain widespread among US K-12 students.",1,future_known,future,2027,False,0.6901862832463058,1,1,0.7152854900165267,1,1
54,1,US K-12 students will continue to widely own smartphones through 2027.,1,future_known,future,2027,False,0.8662608144148312,1,1,0.6908670534097529,1,1
54,2,Smartphone prevalence among US K-12 students will remain high through 2027.,1,future_known,future,2027,False,0.7211049200771661,1,1,0.6503328638095883,1,1
54,3,"Through 2027, smartphones will continue to be common among US K-12 students.",1,future_known,future,2027,False,0.8630171896760914,1,1,0.6675722213777164,1,1
54,4,US K-12 student smartphone ownership will remain widespread through 2027.,1,future_known,future,2027,False,0.7877934228994465,1,1,0.5868117950518942,1,1
54,5,"By 2027, smartphones will still be commonplace among US K-12 students.",1,future_known,future,2027,False,0.6950860840896764,1,1,0.6982220674241865,1,1
55,0,"By 2028, ChatGPT or its successor will still be operated by OpenAI in some form.",1,future_known,future,2028,True,0.6861415552253252,1,1,0.6490384023121948,1,1
55,1,OpenAI will still operate ChatGPT or its successor in 2028.,1,future_known,future,2028,True,0.7211750694002081,1,1,0.6134184897919188,1,1
55,2,"By 2028, ChatGPT or a successor will continue to be run by OpenAI.",1,future_known,future,2028,True,0.8129354927932899,1,1,0.7281664952302583,1,1
55,3,ChatGPT or a follow-on will be operated by OpenAI in 2028.,1,future_known,future,2028,True,0.5883603891401485,1,1,0.651809024864959,1,1
55,4,"Through 2028, OpenAI will continue to operate ChatGPT or its successor.",1,future_known,future,2028,True,0.8661886083661798,1,1,0.6350000788731154,1,1
55,5,OpenAI will be running ChatGPT or a direct successor in 2028.,1,future_known,future,2028,True,0.6739954927386573,1,1,0.6461047454480408,1,1
56,0,"By 2027, Microsoft's office suite will continue to include some embedded AI features.",1,future_known,future,2027,True,0.8932993447245506,1,1,0.7015941880092095,1,1
56,1,Microsoft Office will continue to include AI features through 2027.,1,future_known,future,2027,True,0.9345220682993279,1,1,0.5783916779735785,1,1
56,2,Embedded AI features will persist in Microsoft's office suite through 2027.,1,future_known,future,2027,True,0.7929585120370145,1,1,0.5217636988149792,1,1
56,3,Microsoft Office's AI features will continue to be present through 2027.,1,future_known,future,2027,True,0.9335815592076775,1,1,0.5783916779735785,1,1
56,4,"Through 2027, Microsoft's office tools will continue to embed AI capabilities.",1,future_known,future,2027,True,0.8778715081725117,1,1,0.5631890221322009,1,1
56,5,AI features will remain embedded in Microsoft Office through 2027.,1,future_known,future,2027,True,0.8464525841359068,1,1,0.5217636988149792,1,1
57,0,"By 2030, automated machine grading of multiple-choice tests will continue to be widely used in US schools.",1,future_known,future,2030,False,0.787390296916328,1,1,0.7263674641036132,1,1
57,1,US schools will continue to widely use machine grading for multiple-choice tests by 2030.,1,future_known,future,2030,False,0.8092137402458823,1,1,0.8181931320040622,1,1
57,2,"By 2030, multiple-choice tests in US schools will still be widely machine-graded.",1,future_known,future,2030,False,0.6971980542094585,1,1,0.7161973885206533,1,1
57,3,Machine grading of multiple-choice tests will remain widespread in US schools by 2030.,1,future_known,future,2030,False,0.6477666905059221,1,1,0.7034806940973303,1,1
57,4,"Through 2030, US schools will continue to widely machine-grade multiple-choice tests.",1,future_known,future,2030,False,0.8317556433999457,1,1,0.6913658227556991,1,1
57,5,"By 2030, US multiple-choice test grading will continue to widely use machines.",1,future_known,future,2030,False,0.8235956199124104,1,1,0.8080467057599511,1,1
58,0,"By 2027, the percentage of US college students who have ever heard of ChatGPT will exceed 95%.",1,future_known,future,2027,True,0.6908449108540866,1,1,0.6982333573642384,1,1
58,1,Over 95% of US college students will have heard of ChatGPT by 2027.,1,future_known,future,2027,True,0.6754569141855592,1,1,0.6433172189813966,1,1
58,2,"By 2027, ChatGPT awareness among US college students will exceed 95%.",1,future_known,future,2027,True,0.7556395232348952,1,1,0.7359320948237522,1,1
58,3,More than 95% of US college students will know of ChatGPT by 2027.,1,future_known,future,2027,True,0.6984812402259063,1,1,0.7296769787897858,1,1
58,4,"Through 2027, US college student ChatGPT awareness will exceed 95%.",1,future_known,future,2027,True,0.801116589328225,1,1,0.6335628955995414,1,1
58,5,"By 2027, awareness of ChatGPT among US college students will pass 95%.",1,future_known,future,2027,True,0.775250407631601,1,1,0.7265861870352216,1,1
59,0,"By 2030, some form of standardized testing will continue to be used for US college admissions.",1,future_known,future,2030,False,0.8095219143979291,1,1,0.6875119868208991,1,1
59,1,Standardized testing in some form will persist for US college admissions through 2030.,1,future_known,future,2030,False,0.7234250145485888,1,1,0.601843483398424,1,1
59,2,"By 2030, US college admissions will continue to use some standardized testing.",1,future_known,future,2030,False,0.8262415001177986,1,1,0.7392336248519925,1,1
59,3,"Through 2030, some standardized testing will remain in US college admissions.",1,future_known,future,2030,False,0.7412808966357345,1,1,0.5998515296812069,1,1
59,4,Some form of standardized testing will continue in US college admissions through 2030.,1,future_known,future,2030,False,0.734820345063511,1,1,0.5612452431227556,1,1
59,5,"By 2030, US college admissions will still use some standardized testing.",1,future_known,future,2030,False,0.7350410233184497,1,1,0.7259581575651513,1,1
60,0,"By 2027, more than one major US school district will have piloted an AI tutoring system.",1,future_known,future,2027,True,0.6217687966278485,1,1,0.6449567901543556,1,1
60,1,More than one US major school district will have piloted AI tutoring by 2027.,1,future_known,future,2027,True,0.5937453768533123,1,1,0.6346730730065318,1,1
60,2,"By 2027, multiple major US school districts will have piloted AI tutoring.",1,future_known,future,2027,True,0.5834081931836591,1,1,0.585200496439734,1,1
60,3,AI tutoring pilots will exist in multiple major US districts by 2027.,1,future_known,future,2027,True,0.5500140673014632,1,1,0.5897531580183254,1,1
60,4,"By 2027, multiple US major districts will have run AI tutoring pilots.",1,future_known,future,2027,True,0.5396845170203742,1,1,0.548075827650076,1,1
60,5,More than one major US district will have piloted AI tutoring by 2027.,1,future_known,future,2027,True,0.5766776906841888,1,1,0.6115998849444626,1,1
61,0,"By 2027, generative AI will continue to make occasional factual errors in educational use cases.",1,future_known,future,2027,True,0.8510138848610987,1,1,0.7337921275968492,1,1
61,1,Generative AI will continue to make factual errors in educational settings through 2027.,1,future_known,future,2027,True,0.8617981123037797,1,1,0.558150430656401,1,1
61,2,"Through 2027, occasional factual errors will persist in educational generative AI.",1,future_known,future,2027,True,0.7840772631154215,1,1,0.5204855518613248,1,1
61,3,"By 2027, generative AI will still make occasional educational-use factual errors.",1,future_known,future,2027,True,0.7776937536506622,1,1,0.7377012294750048,1,1
61,4,Educational use of generative AI will continue to involve factual errors through 2027.,1,future_known,future,2027,True,0.8968638216968791,1,1,0.6581358812380609,1,1
61,5,Occasional factual mistakes by generative AI in education will persist through 2027.,1,future_known,future,2027,True,0.7325877296472584,1,1,0.5767692513672762,1,1
62,0,"By 2030, education will continue to be a major topic of policy debate in the US.",1,future_known,future,2030,False,0.7977884668174974,1,1,0.7064071448614884,1,1
62,1,Education will remain a major US policy debate topic through 2030.,1,future_known,future,2030,False,0.7871463133859621,1,1,0.6321612517176037,1,1
62,2,"Through 2030, US policy debate will continue to feature education prominently.",1,future_known,future,2030,False,0.857681901542462,1,1,0.656014763854161,1,1
62,3,"By 2030, education will continue to be central to US policy debate.",1,future_known,future,2030,False,0.8294738179290624,1,1,0.7246097844918625,1,1
62,4,Education policy debate in the US will continue to be major through 2030.,1,future_known,future,2030,False,0.8447279925567441,1,1,0.6606157648831635,1,1
62,5,"By 2030, US policy debate will still prominently feature education.",1,future_known,future,2030,False,0.6710311978309982,1,1,0.7206665622467007,1,1
63,0,"By 2027, NVIDIA, AMD, or another major chipmaker will continue to sell GPUs used for AI training.",1,future_known,future,2027,True,0.8990059181364362,1,1,0.7633810581058929,1,1
63,1,Major chipmakers will continue to sell AI-training GPUs through 2027.,1,future_known,future,2027,True,0.9308248781533746,1,1,0.5783916779735785,1,1
63,2,"Through 2027, NVIDIA/AMD or comparable will continue offering AI-training GPUs.",1,future_known,future,2027,True,0.8705097401053551,1,1,0.5035667437674151,1,1
63,3,AI-training GPUs will continue to be sold by major chipmakers through 2027.,1,future_known,future,2027,True,0.8877693933461149,1,1,0.6505116259831368,1,1
63,4,"By 2027, major chipmakers will still be selling GPUs used for AI training.",1,future_known,future,2027,True,0.8271636100145838,1,1,0.7527216667502379,1,1
63,5,"Through 2027, AI-training GPUs will continue to be sold by major manufacturers.",1,future_known,future,2027,True,0.881139945854548,1,1,0.6505116259831368,1,1
64,0,"By 2030, computer-based testing will continue to be widely used for at least some standardized assessments in US K-12.",1,future_known,future,2030,False,0.774500226129515,1,1,0.6555987919585631,1,1
64,1,Computer-based testing will remain widespread in US K-12 standardized assessment through 2030.,1,future_known,future,2030,False,0.6190879637022464,1,1,0.5709148824299343,1,1
64,2,"By 2030, US K-12 will continue to widely use computer-based testing for standardized assessments.",1,future_known,future,2030,False,0.7265442076014651,1,1,0.7201658985222449,1,1
64,3,"Through 2030, US K-12 standardized testing will continue to widely use computers.",1,future_known,future,2030,False,0.8187208744306111,1,1,0.6828760450530852,1,1
64,4,Widespread US K-12 computer-based standardized testing will persist through 2030.,1,future_known,future,2030,False,0.5925664666505092,1,1,0.5630063819042055,1,1
64,5,"By 2030, US K-12 standardized testing will still rely heavily on computers.",1,future_known,future,2030,False,0.4939795812496084,0,0,0.606474856487686,1,1
65,0,"By 2027, public concern about AI's effect on student learning will continue to be a topic in US media.",1,future_known,future,2027,True,0.7150293553114435,1,1,0.6047456385698793,1,1
65,1,US media will continue to cover concerns about AI and student learning through 2027.,1,future_known,future,2027,True,0.7898906535436411,1,1,0.5698259470565982,1,1
65,2,Concerns about AI's impact on student learning will persist as a US media topic through 2027.,1,future_known,future,2027,True,0.6439352247895901,1,1,0.5021531414591449,1,1
65,3,"By 2027, US media will continue to discuss AI's effect on student learning.",1,future_known,future,2027,True,0.7411276741761098,1,1,0.6009014668768881,1,1
65,4,"Through 2027, AI's effect on student learning will remain a US media topic.",1,future_known,future,2027,True,0.6941403722135393,1,1,0.5264325260518121,1,1
65,5,Public concern over AI in student learning will continue in US media through 2027.,1,future_known,future,2027,True,0.6461471125949971,1,1,0.489865921220889,0,0
66,0,"By 2026, at least one major textbook publisher will offer AI-enhanced products to schools.",1,future_known,future,2026,True,0.5172836247437615,1,1,0.5434253995762618,1,1
66,1,A major textbook publisher will offer AI-enhanced products to schools by 2026.,1,future_known,future,2026,True,0.48696532410589927,0,0,0.6332203025746715,1,1
66,2,"By 2026, AI-enhanced products will be offered to schools by at least one major publisher.",1,future_known,future,2026,True,0.4721085177779976,0,0,0.5898675453307928,1,1
66,3,"Through 2026, at least one major textbook publisher will sell AI-enhanced products to schools.",1,future_known,future,2026,True,0.6031873701393835,1,1,0.4918335196460446,0,0
66,4,AI-enhanced products will be available from at least one major textbook publisher by 2026.,1,future_known,future,2026,True,0.46497977935101276,0,0,0.46204661392145957,0,0
66,5,"By 2026, at least one major textbook publisher will be selling AI-enhanced school products.",1,future_known,future,2026,True,0.5314467627238918,1,1,0.5703153805537307,1,1
